,sqft_living,sqft_lot,sqft_above,zipcode,waterfront_view,landscape_view,price,season,season_encode
1932,1980,3868,1220,98118,No,No,333800.0,Autumn,0
1933,2920,9904,2920,98029,No,No,690000.0,Spring,1
1934,1660,6200,830,98108,No,No,320000.0,Autumn,0
1935,3190,6000,2410,98144,No,No,1249000.0,Spring,1
1936,1560,9600,1560,98033,No,No,335000.0,Summer,2
1937,3050,33920,3050,98052,No,No,840000.0,Summer,2
1938,3030,21780,3030,98166,No,No,608250.0,Summer,2
1939,2260,4165,2260,98075,No,No,550000.0,Summer,2
1940,1260,7920,1260,98003,No,No,240000.0,Spring,1
1941,3370,11757,3370,98006,No,No,998000.0,Spring,1
1942,1490,8000,1490,98030,No,No,275000.0,Summer,2
1943,1570,9292,1110,98001,No,No,284200.0,Spring,1
1944,4490,7623,3090,98112,No,No,1715000.0,Summer,2
1945,4090,24825,3400,98102,No,No,2400000.0,Autumn,0
1946,4150,96574,4150,98053,No,No,930800.0,Autumn,0
1947,2900,10400,1530,98008,No,No,930000.0,Summer,2
1948,1430,8775,1030,98023,No,No,215000.0,Summer,2
1949,1008,26487,1008,98070,Yes,No,480000.0,Spring,1
1950,1480,5120,840,98116,No,No,483945.0,Spring,1
1951,1240,8050,1240,98074,No,No,347000.0,Summer,2
1952,1370,9760,1110,98023,No,No,232500.0,Spring,1
1953,1770,33132,1190,98058,No,No,390000.0,Spring,1
1954,2160,15360,1410,98007,No,No,550000.0,Autumn,0
1955,2340,8971,2340,98029,No,No,590000.0,Summer,2
1956,960,40946,960,98014,No,No,420850.0,Spring,1
1957,2280,8190,1390,98188,No,No,345000.0,Winter,3
1958,1970,7000,1970,98038,No,No,429800.0,Winter,3
1959,1530,17664,1530,98058,No,No,302000.0,Summer,2
1960,1790,3952,1790,98103,No,No,800000.0,Autumn,0
1961,1700,6000,1700,98092,No,No,250000.0,Winter,3
1962,2660,4500,1330,98199,No,No,605000.0,Summer,2
1963,1950,52256,1950,98042,No,No,412000.0,Spring,1
1964,1340,5670,1340,98055,No,No,252000.0,Autumn,0
1965,1130,12500,1130,98118,No,No,375000.0,Autumn,0
1966,1950,2719,1010,98103,No,No,725000.0,Summer,2
1967,3790,8200,2120,98056,No,Yes,471750.0,Autumn,0
1968,2020,85813,2020,98027,No,No,490000.0,Winter,3
1969,800,5100,800,98117,No,No,439000.0,Autumn,0
1970,1770,8890,1770,98166,No,No,355000.0,Summer,2
1971,940,87120,940,98019,No,No,250000.0,Spring,1
1972,2260,16188,2260,98006,No,No,780000.0,Spring,1
1973,890,3271,890,98116,No,No,409000.0,Autumn,0
1974,860,3880,860,98117,No,No,420000.0,Summer,2
1975,680,9600,680,98115,No,No,200000.0,Autumn,0
1976,2130,35679,2130,98033,No,No,830000.0,Winter,3
1977,2390,4555,2390,98074,No,No,695000.0,Spring,1
1978,3488,9614,3488,98074,No,No,815000.0,Spring,1
1979,1260,6223,820,98042,No,No,210000.0,Autumn,0
1980,2940,6000,1590,98177,No,No,635000.0,Autumn,0
1981,2440,7322,2440,98056,No,No,562500.0,Summer,2
1982,2600,11951,2600,98023,No,No,402500.0,Spring,1
1983,2080,7020,1040,98115,No,No,555000.0,Winter,3
1984,1990,7173,1990,98034,No,No,310000.0,Autumn,0
1985,2840,18001,2840,98019,No,No,500000.0,Autumn,0
1986,2630,8800,1610,98125,No,No,430000.0,Summer,2
1987,2820,7200,2460,98112,No,No,1600000.0,Summer,2
1988,1560,4080,1560,98103,No,No,627500.0,Autumn,0
1989,2330,7050,2330,98178,No,No,335000.0,Autumn,0
1990,3320,20100,1810,98006,No,No,962000.0,Spring,1
1991,1730,14270,1730,98065,No,No,299000.0,Summer,2
1992,3110,5868,3110,98042,No,No,399950.0,Spring,1
1993,1230,9660,1230,98053,No,No,322000.0,Spring,1
1994,950,4625,950,98103,No,No,430000.0,Summer,2
1995,1890,13860,1890,98042,No,No,307000.0,Spring,1
1996,1010,5000,1010,98178,No,No,194000.0,Autumn,0
1997,1010,8581,1010,98002,No,No,180000.0,Autumn,0
1998,2340,13383,1170,98074,No,No,465000.0,Summer,2
1999,2460,9296,2460,98007,No,No,722500.0,Spring,1
2000,1010,3400,1010,98103,No,No,470450.0,Autumn,0
2001,1650,6000,1650,98030,No,No,280000.0,Winter,3
2002,1440,6702,1440,98002,No,No,176250.0,Spring,1
2003,1710,9100,1320,98126,No,No,560000.0,Summer,2
2004,2760,11287,2000,98028,No,No,830000.0,Autumn,0
2005,1350,10096,1350,98045,No,No,276900.0,Summer,2
2006,1660,4800,1660,98112,No,No,625000.0,Autumn,0
2007,2960,4760,2160,98102,No,No,1015000.0,Spring,1
2008,1090,8750,1090,98118,No,No,463500.0,Autumn,0
2009,3110,9015,3110,98058,No,No,485000.0,Autumn,0
2010,1380,7476,1380,98001,No,No,272000.0,Summer,2
2011,1290,3140,1290,98053,No,No,305000.0,Winter,3
2012,1980,13964,1980,98040,No,No,760000.0,Summer,2
2013,870,6126,870,98125,No,No,387500.0,Winter,3
2014,2470,5015,2470,98038,No,No,352000.0,Autumn,0
2015,2140,40098,1490,98058,No,No,507000.0,Summer,2
2016,770,9750,770,98188,No,No,156000.0,Summer,2
2017,1490,857,1220,98102,No,No,580000.0,Autumn,0
2018,2510,35020,1610,98075,No,No,630000.0,Summer,2
2019,1950,9000,1130,98146,No,No,275000.0,Winter,3
2020,3600,14720,1800,98034,No,No,835000.0,Summer,2
2021,2380,7850,2380,98055,No,No,340000.0,Winter,3
2022,720,6687,720,98117,No,No,329350.0,Spring,1
2023,4070,26000,4070,98033,No,No,1480000.0,Summer,2
2024,1250,150117,1250,98075,No,No,475000.0,Spring,1
2025,2190,2416,2190,98117,No,No,719950.0,Autumn,0
2026,810,2451,810,98126,No,No,235000.0,Spring,1
2027,2440,5750,1320,98115,No,No,875000.0,Spring,1
2028,1740,9150,1740,98188,No,No,380000.0,Spring,1
2029,1480,97138,1480,98010,No,No,325000.0,Spring,1
2030,2120,57050,2120,98072,No,No,475000.0,Summer,2
2031,900,4368,900,98022,No,No,152900.0,Spring,1
2032,1190,7570,1190,98146,No,No,210000.0,Summer,2
2033,1010,6000,750,98136,No,No,350000.0,Autumn,0
2034,2100,17882,2100,98059,No,No,505000.0,Spring,1
2035,2020,8424,1380,98034,No,No,464900.0,Summer,2
2036,2520,5980,1790,98116,No,No,650000.0,Autumn,0
2037,1370,1140,1080,98133,No,No,369950.0,Spring,1
2039,1530,2890,1530,98108,No,No,320000.0,Spring,1
2040,5040,16048,3420,98105,No,No,2532000.0,Spring,1
2041,2530,24700,2530,98031,No,No,340000.0,Autumn,0
2042,1010,1968,1010,98107,No,No,440000.0,Spring,1
2043,1200,7727,1200,98022,No,No,219950.0,Spring,1
2044,2720,11740,2720,98040,No,No,940000.0,Autumn,0
2045,1850,6125,1110,98126,No,No,399950.0,Summer,2
2046,2340,8828,2340,98112,No,No,1568000.0,Winter,3
2047,1860,9750,1460,98034,No,No,528000.0,Spring,1
2048,1940,8990,1560,98034,No,No,545000.0,Summer,2
2049,1680,6194,1680,98053,No,No,575000.0,Spring,1
2050,1770,10184,1250,98023,No,No,235000.0,Autumn,0
2051,1790,6371,1790,98092,No,No,272000.0,Summer,2
2052,1720,9600,1720,98059,No,No,380000.0,Spring,1
2053,1280,6967,1280,98155,No,No,195000.0,Spring,1
2054,1690,4988,1690,98038,No,No,297000.0,Autumn,0
2055,2190,7294,2190,98023,No,No,349000.0,Spring,1
2056,710,5200,710,98126,No,No,320000.0,Autumn,0
2057,1890,10707,1890,98148,No,No,319990.0,Summer,2
2058,1410,12282,1410,98024,No,No,439900.0,Summer,2
2059,2210,3600,1820,98125,No,No,429000.0,Summer,2
2060,1540,6250,1540,98038,No,No,272500.0,Summer,2
2061,1350,7255,1350,98125,No,No,400000.0,Autumn,0
2062,1380,4300,1380,98103,No,No,462000.0,Spring,1
2063,890,6095,890,98115,No,No,510000.0,Spring,1
2064,1900,3255,1900,98007,No,No,550000.0,Summer,2
2065,1240,5200,1240,98042,No,No,150000.0,Spring,1
2066,1730,8490,1210,98034,No,No,460000.0,Summer,2
2067,2090,10306,2090,98074,No,No,632500.0,Summer,2
2068,1650,11220,1650,98077,No,No,361000.0,Autumn,0
2069,1130,1221,1030,98117,No,No,437000.0,Summer,2
2070,3240,5750,2160,98002,No,No,370000.0,Spring,1
2071,3840,12151,3840,98075,No,No,884250.0,Spring,1
2072,1200,9936,1200,98038,No,No,225000.0,Summer,2
2073,870,5000,870,98126,No,No,235000.0,Summer,2
2074,2410,6000,2220,98136,No,No,767500.0,Summer,2
2075,1560,8078,1560,98040,Yes,No,1200000.0,Spring,1
2076,2410,46609,2410,98053,No,No,715000.0,Winter,3
2077,2300,7700,1380,98125,No,No,417000.0,Summer,2
2078,1390,12145,1390,98042,No,No,199000.0,Summer,2
2079,2920,5568,2320,98112,No,No,875000.0,Summer,2
2080,1370,3708,1370,98117,No,No,545000.0,Autumn,0
2081,950,7692,950,98168,No,No,192500.0,Spring,1
2082,3090,7708,3090,98052,No,No,822500.0,Winter,3
2083,2390,10000,1590,98040,No,No,800000.0,Winter,3
2084,2070,4944,2070,98112,No,No,1250000.0,Winter,3
2085,5770,21300,5770,98040,Yes,No,3850000.0,Autumn,0
2086,1460,7936,1460,98038,No,No,295000.0,Autumn,0
2087,1510,4980,1510,98053,No,No,419000.0,Summer,2
2088,5180,19606,2610,98006,No,No,1195000.0,Autumn,0
2089,3430,13907,3430,98075,No,No,750000.0,Winter,3
2090,1700,8400,1700,98177,No,No,502000.0,Spring,1
2091,2640,8000,1320,98040,No,No,1025000.0,Summer,2
2092,1200,15960,1200,98125,No,No,398500.0,Spring,1
2093,1850,4945,1850,98126,No,No,700000.0,Spring,1
2094,1510,9078,1510,98168,No,No,248000.0,Summer,2
2095,2130,2800,1070,98103,No,No,800000.0,Summer,2
2096,2640,8055,2640,98092,No,No,383000.0,Winter,3
2097,3000,4000,1970,98144,No,No,688000.0,Spring,1
2098,1870,5455,1060,98125,No,No,521000.0,Autumn,0
2099,990,9223,990,98125,No,No,365000.0,Autumn,0
2100,2005,7000,1605,98122,No,No,491000.0,Autumn,0
2101,2030,7700,1400,98008,No,No,643000.0,Autumn,0
2102,1500,7350,1060,98023,No,No,279000.0,Winter,3
2103,1530,3900,1530,98107,No,No,583500.0,Winter,3
2104,1990,3600,1990,98038,No,No,310000.0,Summer,2
2105,1420,7650,1100,98056,No,No,310000.0,Summer,2
2106,1400,13975,1400,98198,No,No,280000.0,Spring,1
2107,1870,5692,1870,98058,No,No,272000.0,Autumn,0
2108,3040,36246,2680,98074,No,No,870000.0,Summer,2
2109,1790,7259,1390,98058,No,No,307000.0,Autumn,0
2110,1590,4500,920,98116,No,No,490000.0,Summer,2
2111,2050,9396,1170,98155,No,No,399950.0,Autumn,0
2112,4220,26784,2110,98004,No,No,1635000.0,Summer,2
2113,4030,13474,4030,98075,No,No,989000.0,Summer,2
2114,1770,9011,1050,98042,No,No,264950.0,Summer,2
2115,2100,7236,1400,98034,No,No,491500.0,Summer,2
2116,2120,15003,2120,98059,No,No,345000.0,Spring,1
2117,2600,18042,2020,98092,No,No,339900.0,Winter,3
2118,2400,4000,1860,98102,No,No,852000.0,Spring,1
2119,3180,40946,1690,98075,No,No,585000.0,Winter,3
2120,2790,8793,1640,98006,No,No,723000.0,Winter,3
2121,2080,70567,2080,98072,No,No,594000.0,Winter,3
2122,1370,4102,1370,98033,No,No,405000.0,Winter,3
2123,2790,74495,2790,98053,No,No,725500.0,Summer,2
2124,1740,5719,1740,98103,No,No,800000.0,Summer,2
2125,6400,76665,3810,98177,No,No,1325000.0,Summer,2
2127,1800,8518,1800,98030,No,No,325000.0,Spring,1
2128,1190,7280,1190,98092,No,No,235000.0,Summer,2
2129,860,8308,860,98146,No,No,330000.0,Spring,1
2130,2460,6600,1370,98136,No,No,678500.0,Summer,2
2131,1980,6660,1980,98034,No,No,463000.0,Summer,2
2132,670,4640,670,98106,No,No,250000.0,Autumn,0
2133,1410,4800,1410,98118,No,No,655000.0,Summer,2
2134,1860,7000,1120,98023,No,No,239900.0,Spring,1
2135,980,9135,980,98001,No,No,185000.0,Autumn,0
2136,3040,5000,2080,98105,No,No,1735000.0,Summer,2
2137,1810,11800,1240,98178,No,No,251700.0,Autumn,0
2138,1560,8250,1320,98177,No,No,400000.0,Winter,3
2139,2100,7960,1340,98004,No,No,735000.0,Autumn,0
2140,2500,15250,2500,98008,Yes,No,1700000.0,Autumn,0
2141,520,22334,520,98168,No,No,82500.0,Spring,1
2142,3010,7221,3010,98075,No,No,765000.0,Summer,2
2143,2140,8162,1420,98023,No,No,292500.0,Autumn,0
2144,2390,7000,1990,98058,No,No,270000.0,Spring,1
2145,1510,6807,1090,98133,No,No,415000.0,Winter,3
2146,2210,19025,1460,98004,No,No,950000.0,Autumn,0
2147,2170,8396,2170,98038,No,No,353000.0,Autumn,0
2148,1790,2375,1790,98107,No,No,670950.0,Winter,3
2149,1390,8700,840,98055,No,No,280950.0,Spring,1
2150,1850,7735,1850,98027,No,No,585000.0,Spring,1
2151,1480,43645,1480,98027,No,No,525000.0,Winter,3
2152,1850,8823,1370,98008,No,No,605000.0,Summer,2
2153,3350,3752,2550,98117,No,No,1010000.0,Autumn,0
2154,1040,8410,1040,98188,No,No,245990.0,Autumn,0
2155,2810,12607,2810,98058,No,No,535000.0,Winter,3
2156,1010,5750,1010,98136,No,No,410000.0,Summer,2
2157,2250,7752,2250,98011,No,No,550000.0,Spring,1
2158,1800,8000,1800,98008,No,No,665000.0,Autumn,0
2159,2400,17239,1890,98028,No,No,455000.0,Spring,1
2160,1780,4000,1780,98103,No,No,440000.0,Summer,2
2161,2120,14915,1720,98001,No,No,332000.0,Summer,2
2162,1860,6607,1860,98023,No,No,280000.0,Summer,2
2163,1460,1021,1150,98122,No,No,570000.0,Autumn,0
2164,1230,10350,1230,98055,No,No,250000.0,Spring,1
2165,1088,8453,1088,98001,No,No,238000.0,Spring,1
2166,800,5760,700,98155,No,No,265000.0,Autumn,0
2167,1190,10350,1190,98028,No,No,306000.0,Spring,1
2168,1940,4182,1240,98056,No,No,345000.0,Spring,1
2169,3300,10764,1720,98177,No,No,765000.0,Autumn,0
2170,2590,11018,2590,98092,No,No,346300.0,Spring,1
2171,2080,11375,2080,98022,No,No,342500.0,Summer,2
2172,2680,5439,2680,98011,No,No,501000.0,Spring,1
2173,1670,8364,1300,98042,No,No,270000.0,Summer,2
2174,1830,4400,1720,98122,No,No,638000.0,Spring,1
2175,1400,2003,700,98119,No,No,460000.0,Autumn,0
2176,2770,8521,1470,98004,No,No,760000.0,Autumn,0
2177,3630,11019,2150,98040,No,No,1085000.0,Spring,1
2178,1040,8128,1040,98019,No,No,234000.0,Summer,2
2179,2690,8890,2690,98006,Yes,No,1650000.0,Spring,1
2180,2020,5000,2020,98117,No,No,488000.0,Spring,1
2181,2450,20805,2450,98004,No,No,1550000.0,Winter,3
2182,2030,12675,2030,98177,No,No,499000.0,Spring,1
2183,1450,6776,1450,98178,No,No,150000.0,Autumn,0
2184,2400,7270,2400,98003,No,No,333000.0,Spring,1
2185,2870,8625,1860,98155,No,Yes,700000.0,Winter,3
2186,1340,22500,1340,98168,No,No,275000.0,Autumn,0
2187,1680,11312,1080,98146,No,No,330000.0,Summer,2
2188,1850,8827,1850,98155,No,No,360000.0,Autumn,0
2189,1220,8040,1220,98125,No,No,467000.0,Spring,1
2190,2320,57063,1790,98074,No,No,568000.0,Autumn,0
2191,3220,9603,3220,98052,No,No,605000.0,Autumn,0
2192,3190,9023,3190,98075,No,No,750000.0,Autumn,0
2193,3530,69834,3530,98053,No,No,760000.0,Autumn,0
2194,2050,10519,1240,98058,No,No,265000.0,Summer,2
2195,1720,12540,1720,98006,No,No,490000.0,Summer,2
2196,2850,4650,2850,98038,No,No,360000.0,Summer,2
2197,2270,12000,1290,98023,No,No,311750.0,Winter,3
2198,1880,12473,1420,98028,No,No,399000.0,Autumn,0
2199,2770,9751,2770,98042,No,No,347000.0,Summer,2
2200,4490,34982,4490,98005,No,No,1680000.0,Autumn,0
2201,3110,6479,3110,98065,No,No,585000.0,Autumn,0
2202,2360,7475,2360,98031,No,No,340000.0,Autumn,0
2203,2180,5496,2180,98029,No,No,612000.0,Spring,1
2204,1910,3376,1910,98038,No,No,230000.0,Summer,2
2205,2260,7753,2260,98029,No,No,604000.0,Spring,1
2206,1770,8868,1770,98002,No,No,250000.0,Summer,2
2207,1460,7930,1460,98038,No,No,258500.0,Spring,1
2208,2080,5000,1470,98199,No,No,783000.0,Spring,1
2209,2960,7680,1550,98199,No,No,1050000.0,Autumn,0
2210,3220,4031,3220,98033,No,No,760000.0,Spring,1
2211,1140,5000,1140,98106,No,No,276000.0,Spring,1
2212,1660,12377,1660,98008,No,No,550000.0,Spring,1
2213,1430,6240,1430,98125,No,No,398000.0,Spring,1
2214,1820,4300,1620,98107,No,No,775000.0,Spring,1
2215,3540,10202,2720,98006,No,No,1027500.0,Spring,1
2216,1620,6000,1620,98055,No,No,327000.0,Autumn,0
2217,3100,14568,3100,98019,No,No,564500.0,Spring,1
2218,1500,6820,1500,98117,No,No,782000.0,Autumn,0
2219,2820,5510,2820,98038,No,No,398000.0,Winter,3
2220,1850,10920,1850,98034,No,No,257000.0,Winter,3
2221,1570,9415,1570,98092,No,No,235000.0,Summer,2
2222,2300,37533,1550,98070,No,No,453000.0,Summer,2
2223,920,9000,920,98033,No,No,535000.0,Spring,1
2224,1600,7000,1600,98038,No,No,275000.0,Spring,1
2225,2630,10047,2630,98027,No,No,665000.0,Autumn,0
2226,3020,13530,1540,98052,No,No,670000.0,Summer,2
2227,1490,10757,1060,98034,No,No,465000.0,Spring,1
2228,1160,5200,1160,98042,No,No,210000.0,Autumn,0
2229,2040,4443,2040,98092,No,No,265000.0,Winter,3
2230,1550,2657,1550,98033,No,No,426000.0,Spring,1
2231,1990,7610,1290,98008,No,No,529219.0,Autumn,0
2232,1900,46609,1440,98072,No,No,600000.0,Summer,2
2233,3840,8279,3840,98074,No,No,875000.0,Summer,2
2234,2400,7680,1200,98199,No,No,608000.0,Winter,3
2235,1660,21514,1660,98022,No,No,220000.0,Autumn,0
2236,6055,21630,3555,98006,No,No,1760000.0,Summer,2
2237,2030,17120,1890,98092,No,No,295450.0,Summer,2
2238,840,5087,840,98118,No,No,315000.0,Autumn,0
2239,1450,8175,1450,98031,No,No,205000.0,Winter,3
2240,1460,9908,1460,98148,No,No,310000.0,Summer,2
2241,2010,5210,1890,98119,No,No,1000000.0,Spring,1
2242,2910,7631,2910,98038,No,No,525000.0,Summer,2
2243,1880,8800,1130,98168,No,No,284000.0,Summer,2
2244,2170,26460,1450,98074,No,No,510000.0,Spring,1
2245,1260,4377,1260,98103,No,No,405000.0,Summer,2
2246,1970,9153,1970,98028,No,No,509950.0,Autumn,0
2247,2090,45738,2090,98053,No,No,600000.0,Autumn,0
2248,3450,4940,2570,98103,No,No,990000.0,Spring,1
2249,1130,7200,1130,98178,No,No,280005.0,Spring,1
2250,2600,7668,1300,98010,No,No,700000.0,Autumn,0
2251,1030,7620,1030,98126,No,No,330000.0,Summer,2
2252,1700,6718,1230,98198,No,No,340000.0,Winter,3
2253,1480,2167,1390,98052,No,No,468000.0,Summer,2
2254,4250,19387,3260,98040,No,No,1339000.0,Summer,2
2255,1600,20873,1600,98006,No,No,515000.0,Autumn,0
2256,1870,8750,1870,98022,No,No,245000.0,Autumn,0
2257,1440,7741,1000,98031,No,No,265000.0,Spring,1
2258,2720,11937,2720,98031,No,No,372400.0,Spring,1
2259,1240,8410,1240,98155,No,No,390000.0,Spring,1
2260,1020,6120,1020,98002,No,No,208000.0,Winter,3
2261,1180,7750,590,98155,No,No,273000.0,Autumn,0
2262,3080,7759,2310,98019,No,No,455000.0,Autumn,0
2263,1750,6397,1750,98023,No,No,270000.0,Spring,1
2264,2530,8736,1210,98008,No,No,618000.0,Summer,2
2265,1580,8541,1580,98001,No,No,213550.0,Autumn,0
2266,2340,9148,2340,98198,No,No,210000.0,Summer,2
2267,6300,16065,4360,98004,No,Yes,2750000.0,Winter,3
2268,2400,3844,1200,98133,No,No,403500.0,Winter,3
2269,1300,7600,1300,98022,No,No,235000.0,Winter,3
2270,1760,7147,880,98055,No,No,287500.0,Spring,1
2271,1520,5910,1020,98115,No,No,546800.0,Autumn,0
2272,1070,8100,1070,98002,No,No,183000.0,Summer,2
2273,2560,216777,2560,98092,No,No,560000.0,Spring,1
2274,1280,6726,1280,98144,No,No,299500.0,Winter,3
2275,1660,7350,1660,98008,No,No,610000.0,Autumn,0
2276,1860,7963,1200,98188,No,No,288350.0,Summer,2
2277,950,4500,850,98103,No,No,500000.0,Summer,2
2278,2140,4000,1190,98115,No,No,625000.0,Winter,3
2279,1480,1349,1240,98136,No,No,418000.0,Spring,1
2280,2260,1825,1660,98122,No,No,660000.0,Summer,2
2281,2300,6158,2300,98115,No,No,775000.0,Summer,2
2282,1650,7272,1230,98034,No,No,429500.0,Winter,3
2283,1990,3000,1230,98112,No,No,569000.0,Autumn,0
2284,1960,7560,1160,98031,No,No,250000.0,Spring,1
2285,1310,10491,1310,98042,No,No,225000.0,Winter,3
2286,2450,15002,2450,98166,No,No,530000.0,Spring,1
2287,910,8658,910,98155,No,No,306000.0,Autumn,0
2288,1580,9719,1580,98056,No,No,517100.0,Spring,1
2289,1780,9689,1130,98072,No,No,354950.0,Summer,2
2290,1040,1824,1040,98115,No,No,348000.0,Spring,1
2291,2340,41600,1640,98077,No,No,522250.0,Summer,2
2292,1720,8755,1000,98023,No,No,275000.0,Summer,2
2293,1600,10440,1600,98125,No,No,390000.0,Winter,3
2294,1320,9750,1320,98148,No,No,260000.0,Autumn,0
2295,2350,4178,1520,98112,No,No,585000.0,Summer,2
2296,2740,5616,1670,98115,No,No,605000.0,Summer,2
2297,2300,6448,2300,98030,No,No,342000.0,Summer,2
2298,4350,37169,2950,98005,No,No,900000.0,Summer,2
2299,1430,7700,980,98031,No,No,252000.0,Spring,1
2300,2400,14012,2400,98003,No,No,357000.0,Winter,3
2301,940,7910,940,98008,No,No,370000.0,Winter,3
2302,1020,13504,1020,98056,No,No,322500.0,Spring,1
2303,1680,5756,1680,98002,No,No,210000.0,Summer,2
2304,1340,9840,1340,98133,No,No,290000.0,Winter,3
2305,3960,7012,3960,98075,No,No,860000.0,Summer,2
2306,2650,4621,2650,98118,No,No,302000.0,Winter,3
2307,2120,9680,2120,98003,No,No,369160.0,Summer,2
2308,2850,3000,2530,98112,No,No,1185000.0,Spring,1
2309,2850,14810,2490,98004,No,No,993000.0,Autumn,0
2310,1870,6969,1870,98027,No,No,380000.0,Autumn,0
2311,2660,8160,1380,98177,No,No,635000.0,Autumn,0
2312,1190,11120,1190,98024,No,No,260000.0,Autumn,0
2313,1770,5522,960,98178,No,No,243000.0,Spring,1
2314,2770,8879,2770,98004,No,No,1400000.0,Spring,1
2315,2080,8100,1220,98177,No,No,665000.0,Autumn,0
2316,2700,9000,2700,98007,No,No,898000.0,Autumn,0
2317,2200,9453,1100,98144,No,No,583000.0,Summer,2
2318,2160,7700,2160,98033,No,No,429000.0,Winter,3
2319,2010,4059,2010,98034,No,No,471000.0,Winter,3
2320,3780,8295,2430,98112,No,No,1810000.0,Spring,1
2321,4460,51177,4460,98042,No,No,739500.0,Autumn,0
2322,1770,17208,1160,98006,No,No,450000.0,Spring,1
2323,1430,5000,1430,98117,No,No,552500.0,Spring,1
2324,1700,10642,850,98006,No,No,437000.0,Winter,3
2325,1830,5220,1830,98118,No,No,270000.0,Winter,3
2326,1410,8800,1410,98092,No,No,226740.0,Summer,2
2327,3060,7920,1810,98028,No,No,446500.0,Winter,3
2328,1820,15068,1520,98022,No,No,283000.0,Autumn,0
2329,2430,13211,2430,98024,No,No,445000.0,Summer,2
2330,740,6840,740,98126,No,No,250000.0,Summer,2
2331,770,6552,670,98146,No,No,307000.0,Spring,1
2332,2200,8580,1860,98023,No,No,315000.0,Summer,2
2333,2920,23085,1540,98136,No,No,555000.0,Winter,3
2334,2040,7000,1250,98031,No,No,264900.0,Spring,1
2335,1600,4510,990,98103,No,No,510000.0,Autumn,0
2336,1990,3980,1990,98058,No,No,328000.0,Summer,2
2337,1830,7308,1830,98038,No,No,358000.0,Spring,1
2338,2540,4260,2540,98042,No,No,325000.0,Spring,1
2339,2700,3444,2700,98075,Yes,No,1365000.0,Summer,2
2340,1440,10800,1440,98001,No,No,230000.0,Spring,1
2341,1550,4000,940,98199,No,No,545000.0,Spring,1
2342,2490,4343,2490,98029,No,No,705380.0,Spring,1
2343,2650,12987,1350,98028,No,No,459000.0,Summer,2
2344,2000,3800,2000,98115,No,No,815000.0,Spring,1
2345,3440,4500,3280,98055,No,No,495000.0,Summer,2
2346,2280,58712,2280,98010,No,No,520000.0,Autumn,0
2347,1320,1194,1320,98107,No,No,430000.0,Winter,3
2348,2070,7800,2070,98003,No,No,255000.0,Spring,1
2349,1860,4777,1860,98115,No,No,588000.0,Summer,2
2350,940,7811,940,98008,No,No,350000.0,Autumn,0
2351,2290,21486,2290,98006,No,No,625000.0,Spring,1
2352,1510,20685,1250,98059,No,No,172500.0,Spring,1
2353,1830,3500,1290,98116,No,No,554000.0,Summer,2
2354,3090,7112,3090,98052,No,No,775000.0,Summer,2
2355,4340,217800,4340,98053,No,No,1187500.0,Autumn,0
2356,3200,12682,3200,98028,No,Yes,618000.0,Autumn,0
2357,1560,8450,1560,98166,No,No,305000.0,Autumn,0
2358,1280,13356,1280,98042,No,No,232000.0,Winter,3
2359,2020,6236,2020,98001,No,No,262000.0,Spring,1
2360,1040,8122,1040,98198,No,No,234000.0,Spring,1
2361,2260,7209,1330,98125,No,No,500000.0,Spring,1
2362,860,7632,860,98166,No,No,278000.0,Summer,2
2363,1920,19040,1160,98168,No,No,230000.0,Autumn,0
2364,2290,9215,1270,98027,No,No,500000.0,Autumn,0
2365,2070,9300,1120,98155,No,No,366500.0,Spring,1
2366,4250,4400,3020,98118,No,No,665000.0,Summer,2
2367,2220,4830,1790,98116,No,No,1101000.0,Spring,1
2368,1840,4076,1140,98117,No,No,575000.0,Winter,3
2369,2590,9753,2590,98075,No,No,674750.0,Autumn,0
2370,3110,6131,1560,98118,No,No,719000.0,Autumn,0
2371,2600,105587,1300,98070,No,No,482000.0,Autumn,0
2372,1060,8187,1060,98133,No,No,254000.0,Spring,1
2373,1250,3880,750,98117,No,No,443725.0,Summer,2
2374,2520,35636,2520,98053,No,No,575000.0,Autumn,0
2375,2070,9957,1440,98155,No,No,469000.0,Winter,3
2376,1300,44431,1300,98001,No,No,175000.0,Spring,1
2377,2190,8316,1390,98108,No,No,437000.0,Autumn,0
2378,2760,13113,1760,98028,No,No,550000.0,Summer,2
2379,1710,7134,1130,98031,No,No,172040.0,Spring,1
2380,1750,7000,1750,98038,No,No,363000.0,Winter,3
2381,1552,3600,1552,98092,No,No,282000.0,Spring,1
2382,2350,6554,2000,98178,No,Yes,400000.0,Summer,2
2383,5110,10018,3850,98034,No,No,650000.0,Autumn,0
2384,1720,99916,1720,98042,No,No,365000.0,Summer,2
2385,1960,7230,1960,98023,No,No,269950.0,Autumn,0
2386,1270,19602,1270,98010,No,No,260000.0,Summer,2
2387,1180,7000,1180,98023,No,No,193000.0,Autumn,0
2388,2230,6791,2230,98038,No,No,340000.0,Summer,2
2389,4700,38412,3420,98005,No,No,900000.0,Spring,1
2390,2150,8361,2150,98058,No,No,371000.0,Autumn,0
2391,2400,81892,2400,98045,No,No,592000.0,Summer,2
2392,1830,12750,1830,98168,No,No,300000.0,Summer,2
2393,2800,6977,2800,98038,No,No,449950.0,Summer,2
2394,2090,7163,2090,98003,No,No,299500.0,Autumn,0
