,bedrooms,bathrooms,sqft_living,floors,yr_built,zipcode,waterfront_view,landscape_view,condition_evaluation,grade_evaluation,renovated,price/sqft
4200,3,1,1020,1,1951,98116,No,No,Regular,Regular,No,401.96
4201,3,2,2200,2,1997,98072,No,No,Regular,Good,No,275.45
4202,3,2,3240,2,1997,98045,No,No,Regular,Regular,No,201.85
4203,3,0,490,1,1959,98014,No,No,God,Regular,No,306.12
4204,3,2,2990,1,2003,98106,No,No,Regular,Regular,No,124.75
4205,5,2,2450,1,1900,98133,No,No,God,Regular,Yes,224.49
4206,3,2,1900,2,1990,98033,No,No,Regular,Regular,No,269.74
4207,4,2,2640,2,2003,98038,No,No,Regular,Regular,No,136.36
4208,3,2,1340,3,1997,98117,No,No,Regular,Regular,No,275.37
4209,4,2,3220,2,2003,98033,No,No,Regular,Good,No,256.21
4210,3,2,930,1,1978,98045,No,No,Regular,Regular,No,274.19
4211,4,2,3240,1,1946,98105,No,No,Regular,Good,No,396.6
4212,5,2,2630,1,1968,98002,No,No,God,Regular,No,102.66
4213,3,2,1730,2,1996,98029,No,No,Regular,Regular,No,277.85
4214,4,1,2120,1,1965,98007,No,No,Regular,Regular,No,247.64
4215,3,1,880,1,1946,98155,No,No,Really Good,Regular,No,331.25
4216,4,2,1800,1,1974,98059,No,No,God,Regular,No,169.44
4217,3,1,1600,1,1998,98002,No,No,Regular,Regular,No,178.12
4218,3,2,3280,2,1925,98199,Yes,No,Regular,Good,No,571.65
4219,5,1,3290,1,1968,98030,No,No,Regular,Regular,No,100.15
4220,4,2,2890,3,1984,98056,Yes,No,Regular,Good,No,543.25
4221,3,2,1730,1,1991,98198,No,No,Regular,Regular,No,219.23
4222,3,2,1590,2,2000,98065,No,No,Regular,Regular,No,223.9
4223,4,1,1710,1,1956,98007,No,No,God,Regular,No,334.44
4224,3,1,1995,2,1957,98198,No,No,Regular,Regular,No,136.09
4225,3,1,1300,1,1967,98034,No,No,God,Regular,No,300.0
4226,3,2,2720,1,1985,98038,No,No,Regular,Regular,No,202.21
4227,2,2,1360,2,1999,98102,No,No,Regular,Regular,No,555.15
4228,2,2,1590,2,1994,98199,No,No,Regular,Regular,No,320.44
4229,2,1,1200,1,1942,98103,No,No,Regular,Regular,No,405.58
4230,2,1,1170,1,1910,98103,No,No,Regular,Regular,No,450.85
4231,5,2,2010,1,1912,98119,No,No,Regular,Regular,No,236.32
4232,3,2,1880,2,2001,98108,No,No,Regular,Regular,No,142.55
4233,3,2,3250,2,1978,98075,No,No,God,Regular,No,172.92
4234,4,2,2270,1,1975,98040,No,No,God,Good,No,343.61
4235,9,3,3680,2,1908,98102,No,No,Regular,Regular,No,190.22
4236,3,2,1880,1,1931,98109,No,No,God,Regular,No,377.66
4237,3,1,1050,1,1947,98115,No,No,God,Regular,No,423.81
4238,3,3,2250,1,2005,98038,No,No,Regular,Good,No,324.0
4239,3,3,1689,3,2008,98125,No,No,Regular,Regular,No,227.59
4240,6,3,2860,1,1962,98006,No,No,Regular,Regular,Yes,284.97
4241,4,2,2710,3,1990,98122,No,No,God,Good,No,319.19
4242,3,2,1770,1,1967,98033,No,No,God,Regular,No,290.4
4243,4,2,2820,1,1965,98006,No,No,Regular,Regular,No,218.09
4244,4,3,3400,1,1980,98072,No,No,God,Regular,No,254.41
4245,4,2,3110,2,2004,98052,No,No,Regular,Good,No,242.77
4246,4,1,1480,1,1953,98155,No,No,Regular,Regular,No,287.16
4247,2,1,940,1,1910,98136,No,No,Regular,Regular,No,398.94
4248,4,2,2680,2,2009,98052,No,No,Regular,Regular,No,279.85
4249,4,2,3190,2,2005,98075,No,No,Regular,Good,No,226.33
4250,3,2,1920,2,1949,98119,No,Yes,Regular,Good,Yes,526.56
4251,3,2,2610,2,1996,98052,No,No,Regular,Good,No,277.78
4252,3,0,1040,1,1947,98055,No,No,Bad,Regular,No,163.46
4253,4,3,2880,1,1982,98005,No,No,Regular,Good,No,293.4
4254,3,2,1450,2,1991,98022,No,No,God,Regular,No,187.52
4255,6,4,3902,3,1977,98116,No,No,God,Good,No,333.16
4256,4,2,2460,1,1977,98023,No,No,Regular,Regular,No,106.3
4257,3,2,2170,2,2003,98029,No,No,Regular,Good,No,285.48
4258,5,2,1970,1,1986,98024,No,No,Regular,Regular,No,220.81
4259,3,1,1000,1,1954,98133,No,No,Regular,Regular,No,210.0
4260,3,2,1580,1,1909,98117,No,No,God,Regular,No,310.09
4261,4,1,2130,1,1962,98032,No,No,Regular,Regular,No,122.07
4262,4,1,1370,1,1949,98155,No,No,Regular,Regular,No,218.98
4263,4,2,2150,1,1966,98003,No,No,Regular,Regular,No,246.51
4264,3,1,1370,1,1977,98092,No,No,God,Regular,No,171.53
4265,3,1,1370,2,1918,98105,No,No,God,Regular,No,433.21
4266,3,3,3290,2,1975,98070,No,No,God,Regular,No,170.82
4267,3,2,3190,2,1994,98022,No,No,Regular,Good,No,183.39
4268,4,3,4140,1,1977,98004,No,Yes,Regular,Good,Yes,579.71
4269,3,1,1690,1,1986,98030,No,No,Regular,Regular,No,118.05
4270,5,1,1690,1,1914,98115,No,No,Regular,Regular,No,322.19
4271,3,1,1430,1,1962,98034,No,No,Regular,Regular,No,276.15
4272,4,3,1980,2,2009,98103,No,No,Regular,Good,No,460.61
4273,3,2,1490,2,1990,98042,No,No,God,Regular,No,174.5
4274,5,3,3620,1,1964,98006,No,No,Really Good,Regular,No,237.02
4275,4,2,2720,1,1963,98040,No,Yes,Really Good,Good,No,468.75
4276,4,1,1490,1,1970,98031,No,No,God,Regular,No,162.52
4277,3,1,1230,1,1986,98023,No,No,Regular,Regular,No,178.86
4278,3,2,1900,1,1977,98023,No,No,God,Regular,No,123.68
4279,3,1,1530,1,1978,98133,No,No,God,Regular,No,241.83
4280,3,1,2290,1,1981,98077,No,No,Regular,Regular,No,196.51
4281,5,1,2240,1,1956,98125,No,No,Regular,Regular,No,238.82
4282,4,2,3470,2,2005,98065,No,No,Regular,Good,No,210.37
4283,4,2,3050,1,1983,98030,No,No,God,Regular,No,152.46
4284,3,1,1100,1,1955,98030,No,No,God,Regular,No,161.82
4285,3,1,1610,1,1976,98031,No,No,Regular,Regular,No,133.54
4286,3,2,1910,1,1984,98023,No,No,Regular,Regular,No,157.07
4287,3,2,1510,1,1973,98125,No,No,Regular,Regular,No,284.77
4288,3,1,1280,2,1985,98002,No,No,God,Regular,No,142.97
4289,3,2,1910,2,2007,98199,No,No,Regular,Regular,No,306.28
4290,3,1,1170,2,1969,98092,No,No,God,Regular,No,164.91
4291,2,1,1550,1,1930,98117,No,No,Regular,Regular,Yes,386.45
4292,3,1,1060,1,1968,98106,No,No,God,Regular,No,308.02
4293,2,1,1040,1,1944,98133,No,No,Regular,Regular,No,345.0
4294,3,2,1550,2,1999,98033,No,No,Really Good,Regular,No,346.45
4295,3,2,2490,1,1961,98146,Yes,No,God,Good,No,463.86
4296,2,1,920,1,1950,98002,No,No,God,Regular,No,169.57
4297,3,1,1250,1,1939,98022,No,No,Really Good,Regular,No,175.2
4298,3,1,2540,2,1922,98119,No,No,God,Regular,No,468.5
4299,5,1,2190,1,1978,98030,No,No,Regular,Regular,No,113.24
4300,3,1,1340,1,1987,98010,No,No,God,Regular,No,253.73
4301,5,2,2410,1,1975,98040,No,No,God,Regular,No,373.07
4302,3,1,1830,1,1963,98155,No,No,Regular,Regular,No,189.59
4303,3,1,1850,2,1928,98108,No,No,Regular,Regular,No,178.38
4304,3,1,1410,1,1954,98177,No,No,Regular,Regular,No,230.5
4305,3,1,1460,1,1975,98058,No,No,Regular,Regular,No,215.75
4306,3,2,1500,2,2014,98119,No,No,Regular,Good,No,433.3
4307,3,1,1130,1,1942,98133,No,No,God,Regular,No,279.65
4308,2,2,1620,2,2008,98065,No,No,Regular,Regular,No,238.27
4309,2,1,2330,1,1982,98188,No,No,Regular,Regular,No,229.61
4310,3,3,1520,3,2003,98115,No,No,Regular,Regular,No,394.74
4311,4,2,2840,2,2001,98022,No,No,Regular,Regular,No,119.37
4312,3,2,1520,1,1949,98166,No,No,Regular,Regular,No,109.87
4313,3,1,1740,1,1952,98118,No,No,Regular,Regular,No,247.13
4314,4,4,4000,2,2007,98065,No,No,Regular,Good,No,172.0
4315,3,2,2780,1,1948,98199,No,No,God,Good,No,300.18
4316,4,4,3500,1,1951,98177,No,No,Really Good,Good,No,307.14
4317,3,1,1060,1,1960,98030,No,No,Regular,Regular,No,235.85
4318,3,1,1290,1,1926,98118,No,No,Regular,Regular,No,312.02
4319,3,2,2390,1,1978,98034,No,No,Regular,Regular,No,180.96
4320,5,1,2460,1,1972,98028,No,No,Regular,Regular,No,197.15
4321,4,2,2930,1,1978,98023,No,No,God,Good,No,191.13
4322,4,2,2200,2,1990,98155,No,No,Regular,Regular,No,186.36
4323,3,2,1870,1,1980,98034,No,No,Regular,Regular,No,243.32
4324,4,2,2060,1,1975,98155,No,No,God,Regular,No,223.06
4325,4,1,1610,1,1968,98034,No,No,Regular,Regular,No,230.43
4326,3,2,2120,2,2002,98092,No,No,Regular,Regular,No,136.56
4327,3,3,1450,2,2007,98199,No,No,Regular,Regular,No,272.41
4328,2,1,1980,1,1923,98144,No,No,God,Regular,No,250.88
4329,2,1,860,1,1943,98133,No,No,Regular,Regular,No,263.95
4330,3,1,1460,1,1985,98056,No,No,Regular,Regular,No,226.03
4331,5,2,2590,1,1958,98008,No,No,God,Regular,No,185.33
4332,2,1,1120,1,1976,98019,No,No,Regular,Regular,No,258.93
4333,3,1,1340,1,1945,98032,No,No,God,Regular,No,209.7
4334,4,1,1780,1,1926,98118,No,No,Regular,Regular,No,396.07
4335,4,2,2920,1,1909,98105,No,No,Really Good,Regular,No,479.45
4336,4,3,2820,1,1958,98155,No,No,Regular,Regular,No,171.99
4337,3,2,1550,3,2003,98107,No,No,Regular,Regular,No,401.29
4338,3,2,1600,1,1958,98022,No,No,God,Regular,No,237.5
4339,4,2,3190,2,1982,98034,No,No,God,Good,No,666.14
4340,3,1,1960,1,1939,98115,No,No,God,Regular,No,286.48
4341,3,1,970,1,1972,98045,No,No,Regular,Regular,No,249.48
4343,3,1,1360,1,1966,98059,No,No,God,Regular,No,272.06
4344,6,3,3810,2,1977,98103,No,No,God,Regular,No,197.38
4345,3,1,1340,1,1985,98042,No,No,Regular,Regular,No,171.64
4346,3,2,1990,3,2012,98118,No,No,Regular,Good,No,359.3
4347,3,1,1120,1,1968,98198,No,No,Regular,Regular,No,214.66
4348,4,1,2060,1,1922,98105,No,No,Regular,Regular,Yes,272.82
4349,3,1,1170,1,1917,98126,No,No,Really Good,Regular,No,307.69
4350,3,2,1610,2,2014,98119,No,Yes,Regular,Good,No,409.91
4351,3,2,1890,2,2012,98136,No,No,Regular,Good,No,242.59
4352,2,2,1070,2,2008,98106,No,No,Regular,Good,No,242.94
4353,3,1,1680,1,1989,98055,No,No,Regular,Regular,No,217.86
4354,4,2,2890,2,2014,98006,No,No,Regular,Good,No,338.41
4355,2,1,1360,1,1947,98115,No,No,Regular,Regular,No,386.03
4356,3,1,1660,2,1907,98119,No,No,Regular,Regular,No,558.01
4357,2,1,1620,1,1951,98115,No,No,Regular,Regular,No,462.96
4358,2,1,960,1,1942,98033,No,Yes,God,Regular,No,687.5
4359,4,1,1000,1,1947,98155,No,No,God,Regular,No,305.0
4360,2,2,2395,1,2003,98053,No,No,Regular,Regular,No,334.03
4361,4,1,3050,1,1966,98034,No,No,Regular,Regular,No,196.72
4362,2,1,1120,1,1972,98010,No,No,God,Regular,No,388.39
4363,4,3,2960,2,2007,98119,No,No,Regular,Good,No,383.45
4364,3,2,1250,3,2008,98133,No,No,Regular,Regular,No,254.4
4365,4,2,1940,1,1910,98107,No,No,God,Regular,No,329.38
4366,3,2,1750,2,1977,98052,No,No,Regular,Regular,No,258.86
4367,4,1,2150,1,1955,98004,No,No,God,Regular,No,372.09
4368,2,1,1500,1,1942,98117,No,No,God,Regular,No,291.33
4369,3,2,3230,2,1925,98023,Yes,No,Regular,Regular,Yes,356.04
4370,4,2,3000,2,1985,98034,No,No,Regular,Regular,No,163.33
4371,4,1,1520,1,1967,98034,No,No,God,Regular,No,328.91
4372,3,1,1190,1,1968,98042,No,No,Regular,Regular,No,134.57
4373,3,1,990,1,1953,98148,No,No,Regular,Regular,No,192.93
4374,3,1,1250,1,1965,98001,No,No,Regular,Regular,No,176.8
4375,4,2,2080,1,1960,98118,No,No,Regular,Regular,No,169.62
4376,3,2,1640,2,1988,98019,No,No,Regular,Regular,No,213.41
4377,4,1,1550,1,1918,98105,No,No,Regular,Regular,No,295.48
4378,3,1,1290,1,1960,98092,No,No,God,Regular,No,279.03
4379,3,3,3250,2,2004,98146,No,No,Regular,Good,No,323.08
4380,3,1,1260,1,1942,98108,No,No,Really Good,Regular,No,280.16
4381,3,3,2840,3,2006,98052,No,No,Regular,Good,No,252.66
4382,3,2,1960,2,1977,98052,No,No,God,Regular,No,229.59
4383,3,1,760,1,1903,98118,No,No,Bad,Regular,No,220.39
4384,3,1,2240,2,1976,98070,No,No,Really Good,Regular,No,245.54
4385,4,2,2240,2,1970,98040,No,No,God,Good,No,419.2
4386,3,1,1820,1,1948,98146,No,No,Regular,Regular,No,384.62
4387,4,3,3370,2,2005,98045,No,No,Regular,Good,No,142.43
4388,3,1,1160,1,1929,98105,No,No,God,Regular,No,431.9
4389,3,2,1640,1,1987,98052,No,No,Regular,Regular,No,353.66
4390,1,0,820,1,1999,98065,No,No,Regular,Regular,No,643.35
4391,4,2,2800,2,2005,98038,No,No,Regular,Good,No,142.5
4392,3,1,1780,1,1957,98146,No,No,Regular,Regular,No,134.83
4393,4,2,2200,1,1989,98092,No,No,Regular,Regular,No,160.45
4394,4,2,1480,1,1910,98108,No,No,Really Good,Regular,No,226.35
4395,3,3,2010,2,2001,98118,No,No,Regular,Regular,No,236.32
4396,3,2,2880,1,1926,98117,No,No,God,Regular,No,229.17
4397,3,1,940,1,1900,98107,No,No,Really Good,Regular,No,586.17
4398,4,1,1620,1,1968,98030,No,No,Regular,Regular,No,154.29
4399,4,3,4400,2,1988,98075,No,No,Regular,Good,No,261.36
4400,3,1,1530,1,1955,98116,No,No,Regular,Regular,No,375.82
4401,4,2,3460,1,1974,98006,No,No,God,Good,No,314.71
4402,4,2,2890,2,2006,98065,No,No,Regular,Regular,No,178.2
4403,3,1,1980,1,1959,98168,No,No,Regular,Regular,No,118.69
4404,3,1,1980,1,1912,98102,No,No,Regular,Regular,No,402.02
4405,2,1,1450,1,1984,98103,No,No,Regular,Regular,No,310.34
4406,4,3,4280,1,1971,98116,No,No,Really Good,Good,No,478.97
4407,4,2,1810,2,1994,98042,No,No,Regular,Regular,No,149.17
4408,3,3,2490,2,2000,98116,Yes,No,Regular,Good,No,684.74
4409,3,1,1610,1,1928,98126,No,No,Really Good,Regular,No,350.93
4410,1,2,1820,2,1910,98103,No,No,Regular,Regular,Yes,373.63
4411,5,5,9200,2,2001,98039,No,No,Regular,Good,No,605.43
4412,4,2,3520,2,1992,98077,No,No,God,Good,No,245.6
4413,4,2,3740,1,1951,98177,No,No,God,Good,No,307.49
4414,3,2,2150,2,1991,98188,No,No,Regular,Regular,No,155.81
4415,4,3,3526,2,1997,98075,No,No,Regular,Good,No,258.37
4416,2,1,1070,1,1950,98116,No,No,Regular,Regular,No,397.2
4417,3,1,1410,1,1949,98058,No,No,Regular,Regular,Yes,212.73
4418,4,2,3190,2,1999,98074,No,No,Regular,Good,No,270.85
4419,2,1,1270,1,1939,98199,No,No,Regular,Regular,No,334.65
4420,4,1,1970,1,1963,98059,No,No,God,Regular,No,190.33
4421,3,2,1640,1,1968,98032,No,No,God,Regular,No,150.61
4422,3,1,1600,1,1953,98118,No,No,Regular,Regular,No,296.88
4423,3,2,3020,2,2003,98092,No,No,Regular,Regular,No,91.06
4424,2,1,1350,1,1947,98077,No,No,Regular,Regular,No,262.96
4425,4,1,1870,1,1959,98042,No,No,Regular,Regular,No,152.41
4426,3,2,2730,1,1963,98146,Yes,No,Regular,Good,Yes,490.38
4427,2,1,1100,1,1980,98019,No,No,Regular,Regular,No,295.45
4428,5,3,4320,2,1997,98004,No,No,God,Good,No,386.57
4429,3,2,2700,1,1959,98198,No,No,God,Regular,No,148.89
4430,3,3,3700,1,2000,98117,No,No,Regular,Good,No,297.3
4431,4,1,2190,1,1959,98028,No,No,God,Regular,No,171.23
4432,5,2,2840,1,1960,98028,No,No,Regular,Regular,No,139.44
4433,4,2,2610,1,1987,98058,No,No,God,Regular,No,122.61
4434,3,2,2630,2,2001,98053,No,No,Regular,Regular,No,231.94
4435,3,1,1090,1,1966,98058,No,No,Really Good,Regular,No,229.31
4436,4,3,3090,2,1999,98092,No,No,Regular,Good,No,218.45
4437,2,2,1670,1,1919,98126,No,No,God,Regular,No,268.26
4438,3,1,1300,2,1900,98119,No,No,Regular,Regular,No,630.0
4439,3,2,3670,1,1983,98177,No,No,Regular,Good,No,340.6
4440,4,2,1700,2,1994,98030,No,No,Regular,Regular,No,132.35
4441,2,3,2560,1,2004,98014,No,No,Regular,Regular,No,308.59
4442,4,2,2770,2,1993,98136,No,No,Regular,Regular,No,247.29
4443,3,3,3240,2,2001,98074,No,No,Regular,Good,No,250.62
4444,2,2,2300,1,2007,98053,No,No,Regular,Regular,No,306.52
4445,4,3,2483,2,2005,98030,No,No,Regular,Regular,No,144.99
4446,1,1,760,3,2006,98107,No,No,Regular,Regular,No,452.63
4447,4,1,2040,2,1903,98112,No,No,Regular,Good,No,404.41
4448,3,1,1200,1,1945,98115,No,No,God,Regular,No,397.08
4449,2,1,960,1,1949,98126,No,No,Really Good,Regular,No,395.31
4450,3,1,2410,1,1980,98072,No,No,Regular,Regular,Yes,257.26
4451,3,3,2260,2,2000,98146,No,No,Regular,Regular,No,211.32
4452,3,1,1910,1,1946,98117,No,No,God,Regular,No,256.54
4453,3,1,1500,1,1927,98117,No,No,God,Regular,No,313.33
4454,3,2,1360,2,2006,98112,No,No,Regular,Regular,No,367.65
4455,3,1,1320,1,1982,98155,No,No,Regular,Regular,No,280.3
4456,2,1,1940,1,1923,98112,No,No,Regular,Regular,No,407.22
4457,4,2,2650,2,1986,98005,No,No,Regular,Regular,No,273.58
4458,4,2,3040,2,1906,98102,No,No,Regular,Good,Yes,276.32
4459,3,1,1240,1,1952,98166,No,No,God,Regular,No,314.52
4460,3,2,2210,1,1958,98155,No,No,God,Regular,No,229.41
4461,3,1,1540,1,1951,98118,No,No,God,Regular,No,171.1
4462,3,2,1320,2,2004,98106,No,No,Regular,Regular,No,279.55
4463,3,2,3040,2,2008,98055,No,No,Regular,Good,No,164.47
4464,2,1,910,1,1923,98117,No,No,God,Regular,No,626.37
4465,4,3,2040,1,1994,98092,No,No,Regular,Regular,No,139.22
4466,2,1,980,1,1947,98117,No,No,Regular,Regular,No,423.47
4467,3,1,980,1,1903,98118,No,No,Regular,Regular,No,201.53
4468,4,3,4420,2,1962,98125,No,Yes,Regular,Good,Yes,209.28
4469,3,2,1570,1,1953,98118,No,No,Regular,Regular,Yes,298.09
4470,3,1,1600,1,1930,98125,No,No,Really Good,Regular,No,221.88
4471,4,1,1830,1,1939,98199,No,No,God,Regular,No,349.18
4472,3,2,2820,2,1991,98074,No,No,Regular,Good,No,255.32
4473,3,1,1800,1,1950,98155,No,No,Really Good,Regular,No,211.67
4474,3,4,4380,2,1983,98052,No,No,Really Good,Good,No,239.73
4475,3,3,2980,2,2005,98029,No,No,Regular,Good,No,224.83
4476,3,1,1690,1,1942,98133,No,No,Regular,Regular,Yes,236.69
4477,4,3,4040,2,1987,98077,No,No,Regular,Good,No,225.25
4478,3,1,1250,1,1931,98034,No,No,Regular,Regular,No,235.2
4479,3,1,1500,1,1968,98058,No,No,Bad,Regular,No,210.0
4480,3,2,1630,1,1959,98059,No,No,Really Good,Regular,No,220.86
4481,3,2,1410,2,1902,98122,No,No,God,Regular,No,368.79
4482,3,1,1140,1,1944,98117,No,No,God,Regular,No,415.79
4483,4,2,3280,2,2004,98053,No,No,Regular,Regular,No,214.02
4484,4,3,3490,2,2001,98038,No,No,Regular,Good,No,208.6
4485,4,2,2020,2,1993,98055,No,No,Regular,Regular,No,152.48
4486,5,4,4580,3,2004,98075,Yes,No,Regular,Good,No,436.68
4487,3,2,2270,2,1986,98092,No,No,Regular,Regular,No,149.78
4488,2,1,1310,1,1947,98065,No,No,God,Regular,No,233.97
4489,3,2,1420,1,1904,98119,No,No,God,Regular,No,504.23
4490,4,3,2980,2,1981,98034,No,No,Bad,Good,No,318.79
4491,5,3,4180,2,2003,98053,No,No,Regular,Regular,No,161.05
4492,4,2,1950,1,1961,98115,No,No,Regular,Regular,No,289.49
4493,4,1,1790,1,1974,98056,No,No,God,Regular,No,219.55
4494,5,1,1400,1,1916,98014,No,No,Regular,Regular,No,303.57
4495,3,1,1320,1,1979,98168,No,No,Regular,Regular,No,113.64
4496,4,2,1620,1,1980,98042,No,No,Regular,Regular,No,201.85
4497,4,2,3120,2,1998,98042,No,No,Regular,Good,No,142.6
4498,4,2,2100,2,1998,98023,No,No,Regular,Regular,No,145.24
4499,3,3,1370,3,2004,98107,No,No,Regular,Regular,No,342.34
4500,3,1,1520,1,1969,98006,No,No,Really Good,Regular,No,345.39
4501,3,2,2410,1,1978,98030,No,No,Regular,Regular,No,136.93
4502,4,1,1260,1,1911,98105,No,No,God,Regular,No,490.48
4503,4,2,2830,1,1982,98023,No,No,Regular,Regular,No,104.42
4504,3,2,2064,2,1903,98070,No,No,Really Good,Regular,No,274.73
4505,4,2,2640,1,1977,98027,No,No,Regular,Regular,No,196.21
4506,2,1,1020,1,1978,98045,No,No,Regular,Regular,No,297.06
4507,4,2,2200,2,1998,98031,No,No,Regular,Regular,No,136.36
4508,3,1,1420,1,1956,98007,No,No,God,Regular,No,290.92
4509,3,1,1350,1,1914,98103,No,No,Really Good,Regular,No,296.3
4510,3,1,1290,1,1941,98136,No,No,God,Regular,No,414.73
4511,4,2,1680,1,1915,98107,No,No,Really Good,Regular,No,330.36
4512,3,2,2280,2,2008,98042,No,No,Regular,Regular,No,136.84
4513,3,2,1840,1,1910,98122,No,No,Really Good,Regular,No,426.74
4514,4,2,2040,1,1959,98033,No,No,Regular,Regular,No,367.16
4515,3,1,1490,1,1957,98146,No,No,Regular,Regular,No,191.28
4516,4,2,2440,2,2007,98065,No,No,Regular,Regular,No,174.18
4517,3,2,1930,1,1958,98155,No,No,Regular,Regular,No,186.53
4518,3,1,1200,1,1954,98106,No,No,God,Regular,No,216.67
4519,3,2,1550,1,1959,98106,No,No,Regular,Regular,No,238.06
4520,4,2,2180,1,1978,98023,No,No,God,Regular,No,126.15
4521,3,2,1430,3,2005,98103,No,No,Regular,Regular,No,284.62
4522,2,1,1230,1,1949,98117,No,No,Regular,Regular,No,467.48
4523,3,1,1670,2,1928,98119,No,No,God,Regular,No,740.12
4524,2,2,2720,1,1936,98199,No,Yes,God,Regular,No,321.69
4525,4,1,2220,1,1961,98056,No,No,God,Regular,No,144.14
4526,3,1,1520,1,1954,98004,No,No,God,Regular,No,532.89
4527,3,1,1590,1,1984,98038,No,No,God,Regular,No,172.33
4528,4,1,1480,1,1959,98030,No,No,Regular,Regular,No,162.09
4529,4,1,1860,1,1953,98125,No,No,Regular,Regular,No,241.94
4530,4,2,1360,1,1960,98001,No,No,Regular,Regular,No,193.68
4531,3,1,1360,1,1954,98178,No,No,Regular,Regular,No,194.85
4532,4,3,2360,1,1960,98118,No,No,Regular,Regular,No,177.12
4533,3,2,2360,2,2003,98028,No,No,Regular,Regular,No,165.25
4534,3,2,1860,1,1909,98106,No,No,Regular,Regular,Yes,231.18
4535,3,2,2630,2,1987,98052,No,No,God,Regular,No,548.48
4536,2,1,1280,1,1996,98022,No,No,God,Regular,No,232.03
4537,4,2,2330,2,1988,98177,No,Yes,Regular,Regular,No,278.97
4538,2,1,720,1,1950,98178,No,No,Regular,Regular,No,270.83
4539,3,3,3380,2,1999,98058,No,No,Regular,Good,No,163.91
4540,3,2,3650,2,1991,98070,No,No,God,Regular,No,150.68
4541,3,1,1640,1,1951,98115,No,No,Really Good,Regular,No,426.83
4542,4,1,1730,1,1948,98065,No,No,Regular,Regular,No,173.41
4543,2,1,1030,1,1952,98155,No,No,Really Good,Regular,No,305.83
4544,3,1,1790,1,1943,98105,No,No,Regular,Regular,No,336.87
4545,2,1,840,1,1924,98119,No,No,God,Regular,No,630.95
4546,3,1,1300,1,1969,98052,No,No,Regular,Regular,No,305.77
4547,3,1,1240,1,1904,98055,No,No,God,Regular,No,178.23
4548,4,2,2170,1,1976,98072,No,No,Regular,Regular,No,214.75
4549,3,1,1330,2,1905,98022,No,No,Really Good,Regular,No,148.5
4550,3,3,1390,2,2006,98118,No,No,Regular,Regular,No,201.44
4551,2,1,1240,1,1909,98116,No,No,God,Regular,No,332.26
4552,2,1,880,1,1950,98116,No,No,God,Regular,No,515.91
4553,4,2,2540,1,1990,98019,No,No,Regular,Regular,No,212.6
4554,5,1,2520,1,1928,98022,No,No,God,Regular,No,99.21
4555,5,2,2510,1,1967,98005,No,No,Regular,Good,No,358.57
4556,5,1,2020,1,1962,98168,No,No,Regular,Regular,No,121.29
4557,3,1,2060,1,1987,98030,No,No,Regular,Regular,No,140.78
4558,2,1,930,1,1933,98168,No,No,Regular,Regular,No,172.04
4559,2,1,2700,1,1910,98116,No,No,Regular,Regular,Yes,466.67
4560,2,1,1060,1,1939,98125,No,No,Regular,Regular,No,306.6
4561,2,1,670,1,1947,98188,No,No,God,Regular,No,276.12
4562,3,2,1750,1,1916,98107,No,No,Regular,Regular,No,272.57
4563,2,1,930,1,1942,98166,No,No,Bad,Regular,No,107.53
4564,4,2,2420,1,1985,98003,No,No,Regular,Regular,No,142.56
4565,4,2,2410,1,1965,98166,No,Yes,God,Regular,No,219.92
4566,3,1,1150,1,1953,98168,No,No,God,Regular,No,176.52
4567,4,2,2480,2,2004,98053,No,No,Regular,Regular,No,241.53
4568,4,1,1310,1,1940,98144,No,No,Regular,Regular,No,282.44
4569,3,1,1240,1,1954,98198,No,No,God,Regular,No,112.9
4570,3,1,1150,2,1911,98136,No,No,Regular,Regular,Yes,434.78
4571,3,1,1460,1,1929,98144,No,No,God,Regular,No,361.1
4572,5,2,3060,1,1979,98146,No,No,Really Good,Regular,No,179.71
4573,4,2,3520,2,2006,98052,No,No,Regular,Good,No,215.91
4574,2,1,960,1,1951,98118,No,No,God,Regular,No,332.29
4575,3,2,2430,2,1997,98030,No,No,Regular,Regular,No,149.09
4576,3,2,1930,1,1973,98198,No,No,God,Regular,No,218.13
4577,3,1,1090,1,1945,98117,No,No,God,Regular,No,633.03
4578,3,2,2790,1,1953,98027,No,No,Really Good,Regular,No,229.39
4579,4,1,1650,1,1978,98002,No,No,Regular,Regular,Yes,144.24
4580,3,3,3740,2,1991,98070,No,No,Regular,Good,No,210.96
4581,6,4,5310,2,1967,98040,No,No,Regular,Good,No,197.74
4582,3,2,1690,2,2008,98042,No,No,Regular,Regular,No,178.99
4583,4,1,1400,1,1963,98058,No,No,Regular,Regular,No,185.68
4584,3,1,1440,1,1975,98075,No,No,God,Regular,No,316.67
4585,3,2,1360,2,1987,98052,No,No,Regular,Regular,No,272.02
4586,3,1,1726,2,1982,98070,No,No,God,Regular,No,210.75
4587,3,1,2220,1,1989,98014,No,No,Regular,Regular,No,263.51
4588,3,2,1850,2,1986,98023,No,No,Regular,Regular,No,144.86
4589,5,2,2860,2,1910,98102,No,No,God,Regular,No,419.58
4590,3,1,1120,1,1905,98118,No,No,Regular,Regular,No,308.04
4591,4,2,2340,2,1993,98155,No,No,Regular,Good,No,230.34
4592,5,3,3760,2,1984,98006,No,No,Regular,Good,No,226.33
